alim_nom_fr,alim_code,kcal,proteins,carbohydrates,lipids,alim_nom_eng,kcal_control
Galette ou pavé au soja et légumes; préemballé,25596,175,13.1,8.36,8.1,Plant-based burger or steak from soybean and vegetables,175
Galette ou pavé au soja; fromage et légumes; préemballé,25597,180,15.1,7.72,9.1,Plant-based burger or steak from soybean; cheese and vegetables,180
Haché végétal à base de soja; préemballé,30181,143,11.5,7.01,5.8,Soy-based minced,143
Pizza au fromage ou Pizza margherita; préemballée,25404,227,8.93,29.6,7.64,Pizza; cheese and tomato or Margherita pizza; prepacked,227
Quiche lorraine; préemballée,25405,274,8.96,21,16.8,Quiche Lorraine (eggs and lardoons quiche); prepacked,274
Crêpe ou Galette fourrée béchamel jambon; préemballée,25409,136,5.75,18.7,4,Crepe; filled with ham; prepacked,136
Crêpe ou Galette fourrée béchamel jambon fromage; préemballée,25410,182,8.83,19.1,7.5,Crepe or buckwheat crepe; filled with cheese; ham and bechamel sauce; prepacked,182
Crêpe ou Galette fourrée béchamel champignon; préemballée,25411,150,4.83,20.7,5.02,Crepe or buckwheat crepe; filled with mushrooms and bechamel sauce; prepacked,150
Tarte aux légumes; préemballée,25417,216,5,21.8,11.7,Vegetables tart; prepacked,216
Pizza jambon fromage; préemballée,25435,218,10.3,28,6.69,Pizza; ham and cheese; prepacked,218
Tarte au fromage; préemballée,25444,289,10.3,20.7,18,Cheese tart; prepacked,289
Tarte à la provençale; préemballée,25454,241,5.5,20,14.3,Provencal-style tart; prepacked,241
Pizza à la viande; type bolognaise; préemballée,25457,227,10.3,27.2,8.03,Pizza; bolognese-style w meat; prepacked,227
Burritos,25459,170,8,14.3,8.5,Burritos,170
Fajitas,25460,158,12.7,16,4.5,Fajitas,158
Pizza au chorizo ou salami; préemballée,25462,248,10.4,26.5,10.7,Pizza; chorizo or salami; prepacked,248
Pizza aux fruits de mer; préemballée,25463,200,10.3,24.6,6.65,Pizza; seafood; prepacked,200
Pizza au saumon; préemballée,25464,231,10.1,26.7,8.78,Pizza; salmon; prepacked,231
Pizza au chèvre et lardons; préemballée,25468,245,10.7,26.9,9.96,Pizza; goat cheese and lardoons; prepacked,245
Pizza aux légumes ou Pizza 4 saisons; préemballée,25472,214,8.48,25.7,8,Pizza; vegetables or pizza 4 seasons; prepacked,214
Pizza champignons fromage; préemballée,25477,217,7.8,31.6,6.1,Pizza; cheese and mushrooms; prepacked,217
Pizza 4 fromages; préemballée,25478,267,13.1,28.2,10.5,Pizza; four cheeses; prepacked,267
Pizza (aliment moyen),25516,233,10.7,27.3,8.39,Pizza (average),233
Pissaladière; préemballée,25528,284,6.4,33.8,13.1,Pizza; onion anchovy and black olives; prepacked,284
Tarte à l'oignon; préemballée,25529,280,7,23.5,17.2,Onion tart; prepacked,280
Pizza jambon fromage champignons ou pizza royale; reine ou regina; préemballée,25548,205,9.54,25.7,6.66,Pizza; ham cheese and mushrooms; prepacked,205
Crêpe ou Galette fourrée béchamel fromage; préemballée,25549,149,6.02,17.7,5.75,Crepe or buckwheat crepe; filled with cheese and bechamel sauce; prepacked,149
Flammenkueche ou Tarte flambée aux lardons; préemballée,25550,300,8.81,31.8,14.8,Flamed tart (thin-crusted onion tart with cream and lardoons); prepacked,300
Crêpe ou Galette fourrée béchamel jambon fromage champignon; préemballée,25552,159,8.3,16.6,6.3,Crepe or buckwheat crepe; filled with cheese; ham; mushrooms and bechamel sauce; prepacked,159
Tarte ou Tourte aux poireaux; préemballée,25553,243,5.76,21.6,14.3,Leek tart or pie; prepacked,243
Tarte au saumon; préemballée,25555,215,8.53,21,10.5,Salmon tart; prepacked,215
Tourte au riesling; préemballée,25560,251,10.2,23.7,12.6,Riesling wine and pork pie; prepacked,251
Tarte à la tomate; préemballée,25561,218,5.17,19.3,12.8,Tomato tart; prepacked,218
Crêpe ou Galette complète (oeuf; jambon; fromage); préemballée,25562,209,12.7,15.2,9.8,Crepe or buckwheat crepe; filled with egg; ham and cheese; prepacked,209
Tarte aux noix de Saint-Jacques; préemballée,25564,266,8.25,24.2,14.5,Scallops tart; prepacked,266
Pastilla au poulet; préemballée,25568,218,12.3,14.1,12.2,Pastilla; filled with chicken (pie); prepacked,218
Pizza aux lardons; oignons et fromage; préemballée,25570,255,11.2,27.7,10.6,Pizza; lardoons onions and cheese; prepacked,255
Crêpe ou Galette aux noix de St Jacques; préemballée,25572,168,7.7,15.8,8,Crepe or buckwheat crepe; filled with scallops; prepacked,168
Tarte ou quiche salée (aliment moyen),25573,267,8.11,22.7,15.6,Savoury tart (average food),267
Crêpe ou Galette fourrée béchamel champignon; cuite; préemballée,25581,172,5.5,18.5,7.7,Crepe or buckwheat crepe; filled with mushrooms and bechamel sauce; prepacked; cooked,172
Tarte au maroilles ou Flamiche au maroilles; préemballée,25623,315,14.1,22.1,18.3,Maroilles cheese tart or maroilles cheese flamiche; prepacked,315
Crêpe ou Galette fourrée au poisson et / ou fruits de mer; préemballée,25625,206,8.5,14.3,12.4,Crepe or buckwheat crepe; filled with fish and/or seafood; prepacked,206
Ficelle picarde; préemballée,26256,151,8.6,11.9,7.5,Ham and mushroom pancake in cheese sauce; dehydrated; reconstituted,151
Tarte épinard chèvre; préemballée,26267,244,7.08,22.2,13.6,Goat cheese and spinach tart; prepacked,244
Tielle sétoise; préemballée,26268,306,8.15,30.9,16,Squid and spicy tomato sauce pie; prepacked,306
Pizza au thon; préemballée,26270,220,10.8,23.3,8.78,Pizza; tuna; prepacked,220
Pizza kebab; préemballée,26271,211,9.4,26.6,7.01,Pizza; kebab; prepacked,211
Pizza au poulet; préemballée,26272,215,9.95,27.5,6.68,Pizza; chicken; prepacked,215
Pizza type raclette ou tartiflette; préemballée,26273,276,11.8,27.5,12.7,Pizza with raclette or tartiflette cheese and lardoons; prepacked,276
Pizza au speck ou jambon cru; préemballée,26274,240,12.2,25.7,9.43,Pizza; cured ham; prepacked,240
Focaccia; garnie,7811,233,8,29.5,8.75,Focaccia; filled,233
Fougasse; garnie,7812,306,9.53,38.8,11.8,Fougasse; filled,306
Croque-monsieur; fait maison,25400,0,14.3,0,18.4,Toasted ham sandwich topped with grated cheese; home-made,222.8
Hot-dog; préemballé,25403,278,10.9,26.3,13.8,Hot-dog; prepacked,278
Hamburger; provenant de fast food,25413,246,13.3,28.3,8.44,Hamburger; from fast foods restaurant,246
Cheeseburger; provenant de fast food,25414,268,13.7,23.1,12.9,Cheeseburger; from fast foods restaurant,268
Double cheeseburger; provenant de fast food,25415,299,15.5,21.5,16.7,Cheeseburger; double; from fast foods restaurant,299
Burger au poisson; provenant de fast food,25416,263,12.2,26.7,11.5,Fish burger; fast foods restaurant;from fast-food,263
Sandwich grec ou Kebab; pita; crudités,25428,233,15.2,17.4,10.9,Sandwich made with pita bread; kebab and raw vegetables,233
Sandwich grec ou Kebab; baguette; crudités,25429,246,15,23.6,9.8,Sandwich made with French bread; kebab and raw vegetables,246
Sandwich baguette; thon; crudités (tomate; salade); mayonnaise,25431,274,10.3,32,11.3,Sandwich made with French bread; tuna; raw vegetables (tomato and lettuce) and mayonnaise,274
Sandwich panini; jambon cru; mozzarella; tomates,25434,243,14.2,27.2,8.35,Sandwich made with panini bread; raw cured ham; mozzarella cheese and tomato,243
Sandwich baguette; jambon; oeuf dur; crudités (tomate; salade); beurre,25475,222,10.1,30.9,5.98,Sandwich made with French bread; hard-boiled egg; raw vegetables (tomato and lettuce) and butter,222
Sandwich baguette; poulet; crudités (tomate; salade); mayonnaise,25476,247,10,36.3,6.35,Sandwich made with French bread; chicken; raw vegetables (lettuce & tomato) and mayonnaise,247
Sandwich baguette; jambon emmental; préemballé,25485,285,13.3,26.9,13.1,Sandwich made with French bread; ham and emmental cheese; prepacked,285
Sandwich baguette; saumon fumé; beurre,25488,265,11.5,40.8,5.6,Sandwich made with French bread; smoked salmon and butter,265
Sandwich baguette; thon; maïs; crudités; préemballé,25490,198,8.87,25,6.03,Sandwich made with French bread; tuna; sweet corn and raw vegetables; prepacked,198
Burger au poulet,25502,249,12.7,23.8,11,Chicken burger ; fast foods restaurant,249
Pan bagnat,25513,215,7.95,30.3,6.48,Large round sandwich with lettuce; tuna; anchovy and black olives,215
Sandwich baguette; jambon; beurre,25517,285,9.93,33.7,11.5,Sandwich made with French bread; ham and butter,285
Sandwich baguette; camembert; beurre,25518,339,11.9,34.3,16.7,Sandwich made with French bread; camembert cheese and butter,339
Sandwich baguette; pâté; cornichons,25519,298,10.1,32.1,13.9,Sandwich made with French bread; pâté and pickles,298
Sandwich baguette; saucisson; beurre,25520,383,13.7,32,21.6,Sandwich made with French bread; dry sausage and butter,383
Sandwich baguette; jambon; emmental; beurre,25521,286,12.2,32.7,10.9,Sandwich made with French bread; ham; emmental cheese and butter,286
Sandwich (aliment moyen),25522,243,14.2,27.2,8.35,Sandwich (average),243
Toasts ou Canapés salés; garnitures diverses; préemballés,25523,233,9.09,17.8,13.3,Canapés (toasts w various toppings); prepacked,233
Sandwich baguette; crudités diverses; mayonnaise,25530,221,6.54,30,7.9,Sandwich made with French bread; raw vegetables and mayonnaise,221
Sandwich baguette; dinde; crudités (tomate; salade); mayonnaise,25531,255,12.4,30.6,8.82,Sandwich made with French bread; turkey; raw vegetables (lettuce & tomato) and mayonnaise,255
Sandwich baguette; oeuf; crudités (tomate; salade); mayonnaise,25532,247,8.52,30.9,9.47,Sandwich made with French bread; egg; raw vegetables (tomato and lettuce) and mayonnaise,247
Sandwich baguette; porc; crudités (tomate; salade); mayonnaise,25533,267,12,30.1,10.6,Sandwich made with French bread; pork; raw vegetables (lettuce & tomato) and mayonnaise,267
Sandwich baguette; merguez; ketchup moutarde,25535,282,13.1,31,11.4,Sandwich made with French bread; merguez sausage; ketchup and mustard,282
Sandwich baguette; salami; beurre,25536,379,12.5,33.2,21.4,Sandwich made with French bread; salami and butter,379
Croque-madame,25542,264,13.7,16.9,15.5,Toasted ham sandwich topped with grated cheese and a fried egg,264
Sandwich baguette (aliment moyen),25543,277,11.2,31.4,11.6,Sandwich on french bread (average),277
Sandwich pain de mie; garnitures diverses; préemballé,25544,267,11.7,25.1,12.4,Sandwich made with loaf bread; various filling; prepacked,267
Croque-monsieur; préemballé,25547,273,11.3,26.8,12.9,Grilled cheese & ham sandwich; prepacked,273
Sandwich pain de mie complet; jambon; crudités; fromage optionnel; préemballé,25574,243,10,23.1,11.6,Sandwich made with wholemeal loaf bread; ham; raw vegetables; cheese (optional); prepacked,243
Sandwich pain de mie complet; thon; crudités; mayonnaise; préemballé,25575,240,9.82,23.1,11.3,Sandwich made with wholemeal loaf bread; tuna; raw vegetables and mayonnaise; prepacked,240
Sandwich pain de mie complet; jambon; fromage; préemballé,25576,292,12.9,26.1,14.6,Sandwich made with wholemeal loaf bread; ham and cheese; prepacked,292
Sandwich pain de mie complet; poulet; crudités; mayonnaise; préemballé,25577,232,9.18,23.7,10.4,Sandwich made with wholemeal loaf bread; chicken; raw vegetables and mayonnaise; prepacked,232
Cake salé (garniture : fromage; légumes; viande; poisson; volaille; etc.); préemballé,7814,321,11.6,25.6,18.4,Savoury cake (with cheese; vegetables; meat; fish; poultry;etc.); prepacked,321
Samossa ou Samoussa; préemballé; cuit,25108,230,9.33,16.5,13.7,Samosas or samoosas; ; prepacked,230
Feuilleté au poisson et / ou fruits de mer,25151,255,6.55,26.5,13,Fish or seafood in puff pastry,255
Spécialité chinoise type bouchée à la vapeur; préemballée; cuite,25169,149,5.9,28,1.4,Chinese specialty or dumplings; prepacked,149
Feuilleté aux escargots; préemballé,25399,321,6.69,23.1,22.1,Snails in puff pastry; prepacked,321
Feuilleté ou Friand au fromage,25401,302,8.25,28.1,17.1,Cheese in puff pastry,302
Feuilleté ou Friand à la viande; préemballé,25402,348,9.59,25.9,22.6,Meat in puff pastry; prepacked,348
Bouchée à la reine; à la viande/volaille/quenelle,25412,292,6.12,23.5,18.9,Vol-au-vent; with meat/poultry/quenelle,292
Croissant au jambon,25418,243,7.9,19.2,14.6,Croissant filled with ham,243
Rouleau de printemps,25419,103,4.57,16.6,1.82,Spring roll,103
Nem ou Pâté impérial,25420,216,6.48,21.1,11.2,Egg roll or Nem,216
Brick garni (garniture : crevettes; légumes; volaille; viande; poisson; etc.); fait maison; cuit,25438,187,12.2,8.48,11.5,Fritter; filled (filo pastry) (garnish : shrimps; vegetables; poultry; meat; etc.); home-made; cooked,187
Bouchée à la reine; au poisson et fruits de mer,25503,206,6.72,13.4,13.8,Vol-au-vent with fish and seafood,206
Feuilleté ou Friand jambon fromage,25508,290,8.46,25.7,16.7,Ham and cheese in puffed pastry,290
Beignet de viande; volaille ou poisson; fait maison; cru,25551,238,18.7,10,13.5,Meat; poultry or fish fritters; home-made; raw,238
Brick à l'oeuf; fait maison; cuit,25557,255,10.4,12.3,18.1,Fritter; filled with eggs (filo pastry); home-made; cooked,255
Brick au boeuf,25558,342,10.4,33.5,17,Fritter; filled with beef (filo pastry),342
Brick à la pomme de terre; fait maison; cuit,25559,215,3.25,19.6,13.4,Fritter; filled with potatoes (filo pastry); home-made,215
Feuilleté salé (aliment moyen),25578,301,8.39,26.1,17.8,Puff pastry; savoury (average),301
Bouchée à la reine; garnie (aliment moyen),25580,249,6.42,18.4,16.3,Vol-au-vent; filled (average),249
Nem ou Pâté impérial; au poulet; préemballé; cuit,25582,197,8.06,20.9,8.1,Egg roll or Nem; with chicken; prepacked; cooked,197
Nem ou Pâté impérial; au porc; préemballé; cuit,25583,237,6.88,22.6,12.7,Egg roll or Nem; with pork; prepacked; cooked,237
Nem ou Pâté impérial; aux crevettes et/ou au crabe; préemballé; cuit,25584,213,7.44,23.7,9.2,Egg roll or Nem; with shrimp and/or crab; prepacked; cooked,213
Croissant au jambon fromage; préemballé,26266,258,8.92,22,14.5,Croissant filled with ham and cheese; prepacked,258
Avocat; pulpe; cru,13004,205,1.56,0.83,20.6,Avocado; pulp; raw,205
Bette ou blette; crue,20004,16.4,1,1.63,0,Swiss chard; raw,16.4
Carotte; crue,20009,40.2,0.63,7.59,0,Carrot; raw,40.2
Champignon; tout type; cru,20010,21.7,2.37,1.88,0.23,Mushroom; all types; raw,21.7
Salade ou chicorée frisée; crue,20012,0,1.48,2.4,0.25,Curly endive; raw,17.77
Chou rouge; cru,20014,30,1.13,4.33,0,Red cabbage; raw,30
Chou-fleur; cru,20016,26.2,1.81,2.13,0.7,Cauliflower; raw,26.2
Concombre; pulpe et peau; cru,20019,15.6,0.64,2.54,0.11,Cucumber; pulp and peel; raw,15.6
Courgette; pulpe et peau; crue,20020,16.5,1.23,1.8,0.26,Courgette or zucchini; pulp and peel; raw,16.5
Cresson de fontaine; cru,20022,0,2.09,0.9,0.15,Watercress; raw,13.309999999999999
Céleri branche; cru,20023,17.6,0.63,2.41,0,Celery stalk; raw,17.6
Endive; crue,20026,20.2,1.19,2.83,0,Chicory; raw,20.2
Fenouil; cru,20028,21.8,1,2.63,0,Fennel; raw,21.8
Laitue; crue,20031,0,1.3,1.33,0.2,Lettuce; raw,12.32
Oignon; cru,20034,0,1.1,6.25,0.62,Onion; raw,34.98
Pissenlit; cru,20038,0,2.91,6.1,0.85,Dandelion; raw,43.69
Poireau; cru,20039,32.3,1.49,4.9,0.25,Leek; raw,32.3
Poivron; vert; jaune ou rouge; cru,20041,0,0.8,4.55,0.27,Sweet pepper; green; yellow or red; raw,23.83
Potiron; cru,20044,0,1,3.5,0.1,Pumpkin; raw,18.9
Radis rouge; cru,20045,14.5,0.94,1.53,0,Radish; raw,14.5
Tomate; crue,20047,19.3,0.86,2.49,0.26,Tomato; raw,19.3
Artichaut; cru,20052,0,3.2,4.92,0.18,Artichoke; globe; raw,34.1
Aubergine; crue,20053,0,1.12,2.39,0.14,Eggplant; raw,15.3
Cardon; cru,20054,0,0.7,1.7,0.1,Cardoon; raw,10.5
Céleri-rave; cru,20055,29.3,1.38,3.98,0,Celeriac; raw,29.3
Champignon de Paris ou champignon de couche; cru,20056,28,2.62,3.15,0.36,Button mushroom or cultivated mushroom; raw,28
Brocoli; cru,20057,0,3.95,1.7,0.48,Broccoli; raw,26.92
Chou de Bruxelles; cru,20058,0,3.98,5.67,0.4,Brussels sprout; raw,42.2
Épinard; cru,20059,0,2.62,2.25,0.5,Spinach; raw,23.98
Haricot vert; cru,20061,0,1.85,4.14,0.21,French bean; raw,25.85
Navet; pelé; cru,20064,0,0.76,4.7,0.1,Turnip; peeled; raw,22.74
Chou-rave; cru,20065,0,1.79,2.35,0.1,Turnip cabbage; raw,17.46
Chou vert; cru,20069,0,2.53,1.92,0.41,Green cabbage; raw,21.49
Haricot vert; surgelé; cru,20070,34,1.97,4.35,0.17,French bean; frozen; raw,34
Petits pois; crus,20072,0,5.84,7,0.55,Garden peas; raw,56.31
Asperge; pelée; crue,20073,0,2.04,2.4,0.21,Asparagus; peeled; raw,19.65
Chou-fleur; surgelé; cru,20082,0,2.09,2.64,0.37,Cauliflower; frozen; raw,22.25
Épinard; surgelé; cru,20083,0,2.87,0.89,0.49,Spinach; frozen; raw,19.450000000000003
Petits pois; surgelés; crus,20084,0,5.86,8.77,0.44,Garden peas; frozen; raw,62.48
Poivron vert; cru,20085,26,0.81,3.43,0,Sweet pepper; green; raw,26
Poivron rouge; cru,20087,36.6,1.06,5.98,0,Sweet pepper; red; raw,36.6
Radis noir; cru,20089,29.2,0.94,5.52,0,Radish; black; raw,29.2
Scarole; crue,20090,0,1.25,0.3,0.2,Escaroles,8
Betterave rouge; crue,20091,0,1.74,9.1,0.24,Beetroot; raw,45.519999999999996
Échalote; crue,20097,63.6,1.81,12.2,0,Shallot; raw,63.6
Mâche; crue,20099,16.8,2,0.5,0,Lamb's lettuce; raw,16.8
Légumes; mélange surgelé; crus,20101,65.1,2.26,5.71,2.65,Mixed vegetables; frozen; raw,65.1
Champignon; chanterelle ou girolle; crue,20103,33.1,2.28,2.3,0.78,Chanterelle or girolle mushroom; raw,33.1
Champignon; morille; crue,20105,24.5,3.16,0.1,0.54,Morel; raw,24.5
Champignon; truffe noire; crue,20106,0,5.77,0,0.51,Black truffle; raw,27.669999999999998
Maïs doux; en épis; surgelé; cru,20108,0,3.36,17,1.19,Sweet corn; on the cob; frozen; raw,92.14999999999999
Oseille; crue,20111,0,1.84,1.6,0.65,Sorrel; raw,19.610000000000003
Champignon; pleurote; crue,20114,25.5,3.06,1.5,0.36,Oyster mushroom; raw,25.5
Chou blanc; cru,20116,36.5,1.38,4.63,0.6,White cabbage; raw,36.5
